,id,usuario_id,curp,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,genero,nacionalidad,talla_playera,talla_pantalon,talla_calzado,peso,estatura,banco,nivel_estudios,nivel_estudios_deseado,experiencia_ciencia,experiencia_arte,interes_desarrollo_comunitario,razones_interes,profesion_interes,interes_incorporacion,codigo_postal,estado,colonia,municipio,localidad,calle,numero_exterior,numero_interior,estado_deseado,municipio_deseado,certificado,identificacion,estado_cuenta
2620,2621,2627,BIKF5353T49IBDY7,Gabriela,Lara,Vargas,2000-06-06,O,Venezolano,XXL,M,30,105.89,2.00,BanCoppel,Primaria,Primaria,Física,Teatro,True,Razón 2,Profesión 5,Interés 3,24427,Campeche,La Estrella,Tepezalá,Pabellón de Arteaga,Juárez,800,47,Chiapas,Aguascalientes,/,/,/
2621,2622,2628,XATL2149C37ULQM6,Guadalupe,Reyes,Valencia,2003-01-27,O,Granadino,M,XXL,30,46.87,2.00,Banamex,Preparatoria,Preparatoria,Física,Teatro,False,Razón 5,Profesión 1,Interés 3,62746,Morelos,La Palma,Tepezalá,Rincón de Romos,Juárez,296,13,Tamaulipas,El Llano,/,/,/
2622,2623,2629,TAQF3464N64OSYF1,Isabel,Lara,Cárdenas,1960-04-26,M,Sanvicentino,XL,M,23,62.04,2.00,Banco del Bajío,Secundaria,Secundaria,Física,Teatro,True,Razón 5,Profesión 1,Interés 5,51459,Estado de México,La Sierra,San José de Gracia,San José de Gracia,García,105,46,CDMX,Tepezalá,/,/,/
2623,2624,2630,REZF4076D92OHHY4,Roberto,Carrillo,Ramírez,1982-11-02,F,Hondureña,S,XS,27,105.62,2.00,Banamex,Preparatoria,Preparatoria,Otro,Teatro,False,Razón 5,Profesión 3,Interés 3,82464,Sinaloa,La Estrella,Calvillo,Rincón de Romos,Rivera,742,24,Coahuila,Rincón de Romos,/,/,/
2624,2625,2631,DULW9615N73AMKX4,Raúl,Vargas,Guzmán,1995-09-26,M,Puertorriqueña,XS,XXL,35,43.84,2.00,BBVA,Secundaria,Secundaria,Física,Teatro,False,Razón 3,Profesión 1,Interés 1,77473,Quintana Roo,San Juan,Tepezalá,Calvillo,Torres,566,77,Chiapas,Pabellón de Arteaga,/,/,/
2625,2626,2632,MUGX4003L20UBPN6,Rosa María,López,Escobar,1982-05-11,F,Panameña,XXL,M,28,64.97,2.00,Banamex,Licenciatura,Licenciatura,Otro,Ninguna,False,Razón 1,Profesión 3,Interés 4,92198,Veracruz,La Libertad,Rincón de Romos,Cosío,Pérez,782,8,Jalisco,El Llano,/,/,/
2626,2627,2633,PUKX7201C07URST8,Rosa María,Villanueva,Cortés,2002-08-05,M,Brasileña,XS,M,34,49.48,2.00,Banamex,Preparatoria,Preparatoria,Ninguna,Música,True,Razón 1,Profesión 4,Interés 4,79348,San Luis Potosí,La Perla,Rincón de Romos,Cosío,Cortés,86,72,Campeche,Aguascalientes,/,/,/
2627,2628,2634,CIKH4156Q24AQGR3,Pedro,Valencia,Zamora,1992-12-02,F,Salvadoreño,L,XXL,32,96.74,2.00,Banco Azteca,Primaria,Primaria,Ninguna,Teatro,True,Razón 4,Profesión 2,Interés 2,73615,Puebla,La Colina,El Llano,Tepezalá,Madero,168,32,Veracruz,Aguascalientes,/,/,/
2628,2629,2635,DIKS9226C37OHLQ6,Daniel,Pacheco,Cabrera,1979-01-20,M,Chilena,XL,M,23,111.36,2.00,Banco Azteca,Secundaria,Secundaria,Física,Música,True,Razón 4,Profesión 2,Interés 3,85297,Sonora,La Sierra,Tepezalá,Rincón de Romos,Medina,641,56,Quintana Roo,Pabellón de Arteaga,/,/,/
2629,2630,2636,VAZC9946G01AWCC4,Oscar,Esparza,Castañeda,1989-09-24,M,Sanmartinense,L,S,30,111.94,2.00,Banco Azteca,Secundaria,Secundaria,Biología,Literatura,True,Razón 5,Profesión 2,Interés 5,76881,Querétaro,La Rinconada,Asientos,San José de Gracia,Álvarez,911,68,Chihuahua,San José de Gracia,/,/,/
2630,2631,2637,YOMY8155B83IYHM0,Beatriz,León,Cabrera,1965-11-02,M,Venezolano,XXL,XXL,30,101.99,2.00,Inbursa,Primaria,Primaria,Ninguna,Música,False,Razón 4,Profesión 3,Interés 5,43152,Hidalgo,San Antonio,Tepezalá,Rincón de Romos,Vázquez,912,7,Baja California,Asientos,/,/,/
2631,2632,2638,KOPK7567Y67IDXL7,Maribel,Cabrera,Castillo,1961-01-18,F,Granadino,L,XL,26,108.48,2.00,Banorte,Primaria,Primaria,Otro,Teatro,False,Razón 2,Profesión 4,Interés 4,60140,Michoacán,La Palma,El Llano,San José de Gracia,Aguirre,699,67,Durango,Tepezalá,/,/,/
2632,2633,2639,DEFX2896Y10INJX8,Ernesto,León,Villarreal,1979-04-02,M,Jamaicano,M,M,33,107.89,2.00,Santander,Licenciatura,Licenciatura,Química,Música,True,Razón 3,Profesión 3,Interés 3,77998,Quintana Roo,La Marina,El Llano,Cosío,Ruiz,555,29,Durango,Aguascalientes,/,/,/
2633,2634,2640,VEKH7280G38OSVK1,Patricia,González,Lara,1966-12-26,M,Canadiense,L,XXL,34,80.36,2.00,HSBC,Preparatoria,Preparatoria,Química,Teatro,False,Razón 2,Profesión 3,Interés 2,81301,Sinaloa,La Huerta,Tepezalá,Rincón de Romos,Rivera,474,9,Chihuahua,Asientos,/,/,/
2634,2635,2641,MEDF0180Z37ONQG1,Roberto,Lugo,Cuevas,1961-12-12,F,Panameño,M,M,28,63.44,2.00,BanCoppel,Licenciatura,Licenciatura,Química,Artes Plásticas,False,Razón 5,Profesión 1,Interés 2,32856,Chihuahua,La Gloria,Jesús María,Aguascalientes,León,626,31,Chihuahua,Tepezalá,/,/,/
2635,2636,2642,NAPK8062L04UTXL5,Mauricio,Ramírez,Fernández,1971-08-09,O,Uruguaya,L,L,32,97.27,2.00,Banamex,Licenciatura,Licenciatura,Otro,Teatro,True,Razón 2,Profesión 3,Interés 5,99381,Zacatecas,La Isla,Tepezalá,Jesús María,Mendoza,320,10,Tlaxcala,Asientos,/,/,/
2636,2637,2643,NAVV5168N46UZQB0,Antonio,Campos,Gallardo,1963-01-19,F,Surinamés,XS,XL,24,92.21,2.00,Santander,Preparatoria,Preparatoria,Otro,Música,False,Razón 3,Profesión 1,Interés 1,34100,Durango,La Rinconada,Jesús María,Rincón de Romos,Gómez Farías,547,39,Guanajuato,San José de Gracia,/,/,/
2637,2638,2644,WEBM4525F18OFWT1,Silvia,Salazar,León,1970-11-13,M,Barbudense,XS,L,34,93.28,2.00,HSBC,Secundaria,Secundaria,Biología,Ninguna,False,Razón 5,Profesión 1,Interés 2,27979,Coahuila,La Luz,Rincón de Romos,Asientos,Gómez Farías,189,56,Morelos,Jesús María,/,/,/
2638,2639,2645,GOVT1594K74IKKS8,Roberto,Vázquez,Bautista,1975-03-09,M,Trinitense,L,S,31,64.02,2.00,HSBC,Primaria,Primaria,Otro,Ninguna,False,Razón 3,Profesión 3,Interés 3,77927,Quintana Roo,La Soledad,Cosío,Asientos,Guzmán,860,40,Guerrero,Tepezalá,/,/,/
2639,2640,2646,MAHD9636M35IPPH2,Fernando,Cárdenas,Hernández,1992-05-05,F,Salvadoreña,XXL,XXL,26,54.17,2.00,Santander,Licenciatura,Licenciatura,Física,Artes Plásticas,False,Razón 3,Profesión 1,Interés 5,84021,Sonora,La Cañada,Tepezalá,Cosío,Reyes,287,78,Tamaulipas,Cosío,/,/,/
2640,2641,2647,WASR8298C76OTMP5,Alejandro,Salazar,Zamora,1977-04-03,F,Española,M,S,35,41.77,2.00,Banamex,Preparatoria,Preparatoria,Química,Artes Plásticas,True,Razón 1,Profesión 1,Interés 4,63082,Nayarit,La Esperanza,Ensenada,Tepezalá,Aguirre,683,24,Chihuahua,Ensenada,/,/,/
2641,2642,2648,BOMR7547J40IVHG9,Claudia,Castañeda,Villalobos,1979-05-27,F,Nicaragüense,M,L,34,49.17,2.00,BBVA,Preparatoria,Preparatoria,Ninguna,Literatura,True,Razón 4,Profesión 3,Interés 1,33594,Chihuahua,La Cumbre,San José de Gracia,Cosío,Díaz,895,32,Tlaxcala,Ensenada,/,/,/
2642,2643,2649,ZEMB3008B06ATBK3,Oscar,Pacheco,Fernández,2000-03-09,M,Antiguana,M,XL,25,94.80,2.00,BanCoppel,Licenciatura,Licenciatura,Ninguna,Ninguna,True,Razón 2,Profesión 1,Interés 5,29909,Chiapas,La Esperanza,Aguascalientes,Aguascalientes,Madero,800,21,Quintana Roo,Rincón de Romos,/,/,/
2643,2644,2650,SIJD8792G30UWJP9,Teresa,Esparza,Mata,1967-06-03,F,Panameña,XL,L,27,54.81,2.00,Banamex,Primaria,Primaria,Química,Artes Plásticas,True,Razón 2,Profesión 5,Interés 1,35760,Durango,La Estrella,Tepezalá,Aguascalientes,Ortiz,689,24,Baja California Sur,Aguascalientes,/,/,/
2644,2645,2651,KIQQ2868Q21ACZT8,Laura,Montes,Villarreal,1983-08-18,M,Antiguano,XS,XS,28,83.93,2.00,BBVA,Primaria,Primaria,Biología,Artes Plásticas,True,Razón 2,Profesión 3,Interés 1,58720,Michoacán,La Rinconada,Aguascalientes,El Llano,Díaz,565,37,Baja California Sur,Cosío,/,/,/
2645,2646,2652,HEJQ9290M97AJPX7,Oscar,Ruiz,Santos,2001-08-06,O,Ecuatoriano,M,XL,22,87.18,2.00,Banamex,Preparatoria,Preparatoria,Química,Teatro,False,Razón 1,Profesión 3,Interés 2,83494,Sonora,La Cascada,Ensenada,El Llano,Medina,307,93,Guanajuato,Aguascalientes,/,/,/
2646,2647,2653,KEHZ2868X61UDHY0,Pedro,Villanueva,Gómez,1984-03-24,O,Puertorriqueña,L,S,24,74.64,2.00,Inbursa,Secundaria,Secundaria,Biología,Literatura,True,Razón 3,Profesión 1,Interés 3,80137,Sinaloa,La Huerta,Aguascalientes,Pabellón de Arteaga,Hidalgo,637,92,Guanajuato,El Llano,/,/,/
2647,2648,2654,POVZ9664Z04OYQL9,Patricia,Villalobos,Valenzuela,1975-05-15,M,Costarricense,L,XS,26,43.84,2.00,Santander,Secundaria,Secundaria,Física,Teatro,False,Razón 4,Profesión 5,Interés 1,70885,Oaxaca,Santa María,Jesús María,Jesús María,Silva,411,43,Puebla,Rincón de Romos,/,/,/
2648,2649,2655,CIQH5896W41EFCN5,Ernesto,Rojas,Ruiz,1973-01-20,O,Chilena,L,XXL,23,84.88,2.00,Scotiabank,Primaria,Primaria,Física,Música,False,Razón 5,Profesión 4,Interés 1,37115,Guanajuato,La Soledad,El Llano,Jesús María,León,930,2,Hidalgo,Rincón de Romos,/,/,/
2649,2650,2656,LUPX6318X54OGTK8,Antonio,Medina,Santos,1985-04-08,O,Trinitense,L,M,31,87.74,2.00,Banco Azteca,Primaria,Primaria,Biología,Literatura,True,Razón 1,Profesión 2,Interés 5,39205,Guerrero,La Luz,Cosío,Asientos,Zaragoza,927,41,Zacatecas,Rincón de Romos,/,/,/
2650,2651,2657,NAPJ1849Y55AGYV1,Adriana,Medina,Cárdenas,1968-06-18,F,Luciana,XL,L,35,81.05,2.00,BanCoppel,Secundaria,Secundaria,Biología,Música,True,Razón 1,Profesión 3,Interés 1,52500,Estado de México,La Isla,Rincón de Romos,Cosío,Ruiz,90,7,Oaxaca,San José de Gracia,/,/,/
2651,2652,2658,DEKN9480L60ETVK2,Fernando,Santos,Aguayo,1963-03-03,O,Beliceño,XXL,S,23,62.54,2.00,Banco Azteca,Licenciatura,Licenciatura,Biología,Artes Plásticas,False,Razón 1,Profesión 2,Interés 3,62337,Morelos,La Playa,Asientos,Rincón de Romos,Benito Juárez,449,5,Guerrero,El Llano,/,/,/
2652,2653,2659,MIZS6653X86ONZK8,Armando,Gallardo,Rosas,1963-11-26,M,Argentina,L,M,26,106.92,2.00,Santander,Preparatoria,Preparatoria,Física,Música,True,Razón 4,Profesión 3,Interés 2,94643,Veracruz,San Pedro,San José de Gracia,Asientos,Vázquez,911,47,Morelos,Tepezalá,/,/,/
2653,2654,2660,KEXL1413L31OGKG7,Guadalupe,Díaz,Santos,2003-04-23,F,Sancristobaleño,XXL,L,28,96.65,2.00,Scotiabank,Secundaria,Secundaria,Química,Música,False,Razón 4,Profesión 1,Interés 2,40591,Guerrero,La Playa,Rincón de Romos,Aguascalientes,González,473,99,Nayarit,Jesús María,/,/,/
2654,2655,2661,DEGM6715V21OZPZ7,María,Valdés,Hernández,1995-11-07,O,Barbudense,L,XXL,23,109.33,2.00,Inbursa,Primaria,Primaria,Otro,Artes Plásticas,False,Razón 3,Profesión 3,Interés 3,41010,Guerrero,La Huerta,Ensenada,Pabellón de Arteaga,Jiménez,671,51,Mexico,Rincón de Romos,/,/,/
2655,2656,2662,MEFX1342T81OBNB2,Dulce,Zamora,Bautista,1974-12-22,M,Italiana,XL,XL,33,100.27,2.00,Banorte,Secundaria,Secundaria,Química,Artes Plásticas,True,Razón 2,Profesión 3,Interés 1,90656,Tlaxcala,San Pedro,Asientos,San José de Gracia,García,309,84,Baja California,Pabellón de Arteaga,/,/,/
2656,2657,2663,FOPB9276R94ATWL2,Ana,Vega,Salazar,1981-10-21,F,Colombiano,M,M,33,72.74,2.00,Banorte,Primaria,Primaria,Física,Literatura,False,Razón 5,Profesión 2,Interés 2,86251,Tabasco,La Huerta,Ensenada,San José de Gracia,Sánchez,652,87,Sinaloa,Rincón de Romos,/,/,/
2657,2658,2664,XERZ5157B07ULLR9,Beatriz,Bautista,Gallardo,1963-05-08,F,Antiguano,S,XS,31,79.94,2.00,Inbursa,Secundaria,Secundaria,Ninguna,Literatura,False,Razón 2,Profesión 4,Interés 1,28731,Colima,Santa María,Jesús María,San José de Gracia,Díaz,893,97,Quintana Roo,Tepezalá,/,/,/
2658,2659,2665,JOLX8382V16ASGX6,Dulce,Medina,Hernández,1996-05-06,O,Argentina,S,XS,31,85.53,2.00,BBVA,Primaria,Primaria,Ninguna,Artes Plásticas,False,Razón 1,Profesión 3,Interés 5,30091,Chiapas,La Luz,Rincón de Romos,Rincón de Romos,Benito Juárez,736,55,Baja California,Pabellón de Arteaga,/,/,/
2659,2660,2666,YAWG7350D09OMDG8,Ernesto,Fernández,Esparza,2001-06-01,M,Nicaragüense,M,XL,27,43.73,2.00,HSBC,Primaria,Primaria,Ninguna,Ninguna,False,Razón 1,Profesión 4,Interés 4,86020,Tabasco,San Miguel,Rincón de Romos,Calvillo,Gómez Farías,738,79,San Luis Potosí,Ensenada,/,/,/
2660,2661,2667,BUQH4924X55UQMC0,Patricia,Cárdenas,Fernández,1961-10-28,O,Peruana,XXL,XS,31,84.42,2.00,BanCoppel,Primaria,Primaria,Física,Teatro,False,Razón 5,Profesión 1,Interés 2,24639,Campeche,La Estrella,Calvillo,Pabellón de Arteaga,Ortiz,398,57,Guanajuato,Jesús María,/,/,/
2661,2662,2668,FOJV9540N79ULBG5,Claudia,Álvarez,Flores,1975-01-14,M,Ecuatoriana,L,XL,30,104.79,2.00,Banorte,Secundaria,Secundaria,Física,Artes Plásticas,False,Razón 5,Profesión 4,Interés 5,84133,Sonora,La Esperanza,Asientos,El Llano,Díaz,423,29,Nayarit,Ensenada,/,/,/
2662,2663,2669,RAYH7252L24AQCN6,Diana,Cervantes,Fernández,1960-02-21,M,Uruguaya,M,M,34,113.65,2.00,Banco del Bajío,Licenciatura,Licenciatura,Otro,Ninguna,True,Razón 1,Profesión 1,Interés 1,86604,Tabasco,La Colina,Tepezalá,Rincón de Romos,Ruiz,329,22,Michoacan,Rincón de Romos,/,/,/
2663,2664,2670,KOLV1239G43UKBP5,Rosa,Cisneros,Ortiz,1962-09-08,M,Cubano,XXL,XL,34,49.32,2.00,Banorte,Preparatoria,Preparatoria,Física,Música,True,Razón 2,Profesión 2,Interés 1,65808,Nuevo León,La Sierra,Calvillo,Cosío,Santos,981,32,Morelos,Rincón de Romos,/,/,/
2664,2665,2671,QAGD4691T02OFTG9,Yolanda,León,Castañeda,1995-01-19,M,Uruguaya,S,L,35,97.89,2.00,Banco del Bajío,Preparatoria,Preparatoria,Química,Literatura,False,Razón 2,Profesión 4,Interés 3,24524,Campeche,La Sierra,Asientos,Cosío,Díaz,953,85,Michoacan,Cosío,/,/,/
2665,2666,2672,VESR2347V61OYCB8,Daniel,Guzmán,Medina,1993-07-05,F,Antiguano,XXL,XS,29,47.54,2.00,BBVA,Primaria,Primaria,Física,Literatura,True,Razón 3,Profesión 5,Interés 1,27151,Coahuila,La Palma,San José de Gracia,Pabellón de Arteaga,Torres,217,69,Nuevo León,Rincón de Romos,/,/,/
2666,2667,2673,ZACF8310P68OSMX7,Mauricio,Cabrera,Pérez,1962-03-01,O,Jamaicana,XL,M,26,55.58,2.00,BanCoppel,Licenciatura,Licenciatura,Otro,Teatro,False,Razón 2,Profesión 2,Interés 3,37722,Guanajuato,La Playa,Rincón de Romos,Pabellón de Arteaga,Ortiz,446,97,Sonora,San José de Gracia,/,/,/
2667,2668,2674,QENH1595T54EVBR8,Elena,Guzmán,Aguayo,1995-08-11,O,Antiguano,S,XL,26,83.52,2.00,Banco del Bajío,Licenciatura,Licenciatura,Química,Ninguna,True,Razón 5,Profesión 5,Interés 4,97886,Yucatán,La Huerta,El Llano,Jesús María,Aguirre,672,39,Michoacan,Ensenada,/,/,/
2668,2669,2675,VAXN9409M21OHRP4,Fernando,Mendoza,Valenzuela,1968-05-23,F,Sanmartinense,XS,L,25,90.19,2.00,Scotiabank,Secundaria,Secundaria,Ninguna,Artes Plásticas,True,Razón 1,Profesión 5,Interés 5,33070,Chihuahua,La Sierra,Jesús María,San José de Gracia,Madero,343,20,Jalisco,Asientos,/,/,/
2669,2670,2676,LUWB6061Z19OKKK1,Eduardo,González,Herrera,1970-07-07,F,Uruguaya,S,XXL,26,61.02,2.00,Inbursa,Secundaria,Secundaria,Otro,Artes Plásticas,True,Razón 1,Profesión 2,Interés 4,27628,Coahuila,La Esperanza,Tepezalá,Aguascalientes,Cortés,44,76,Quintana Roo,Calvillo,/,/,/
2670,2671,2677,QAQJ2805V00EBKZ4,Francisco,Sosa,Escobar,1983-11-18,F,Sanvicentino,L,XS,24,90.26,2.00,HSBC,Licenciatura,Licenciatura,Biología,Ninguna,False,Razón 3,Profesión 3,Interés 1,26672,Coahuila,La Paz,Ensenada,Cosío,Santos,871,53,Oaxaca,San José de Gracia,/,/,/
2671,2672,2678,WORF7189C16EXGD3,Ernesto,Villanueva,Martínez,1973-03-07,O,Paraguaya,M,S,23,73.85,2.00,HSBC,Licenciatura,Licenciatura,Química,Literatura,False,Razón 1,Profesión 3,Interés 1,76443,Querétaro,San Pedro,Jesús María,Asientos,Cruz,348,64,Nuevo León,Calvillo,/,/,/
2672,2673,2679,ZEYK2766N65AKPH5,Fernando,Valencia,Valencia,1966-01-12,F,Puertorriqueño,M,XL,34,72.04,2.00,Banorte,Licenciatura,Licenciatura,Ninguna,Música,True,Razón 3,Profesión 3,Interés 1,28945,Colima,La Esperanza,Calvillo,Pabellón de Arteaga,Zaragoza,732,17,San Luis Potosí,Aguascalientes,/,/,/
2673,2674,2680,KEWF5499D21UQPW3,Yolanda,Vázquez,Lara,1984-01-27,F,Venezolana,XS,L,35,64.17,2.00,HSBC,Preparatoria,Preparatoria,Biología,Música,False,Razón 5,Profesión 4,Interés 4,97402,Yucatán,La Playa,Asientos,Asientos,Rivera,698,54,Mexico,El Llano,/,/,/
2674,2675,2681,XORG5088Y43IBKZ8,Jorge,Sosa,Valencia,1969-02-23,O,Barbudense,XL,L,22,94.59,2.00,Inbursa,Primaria,Primaria,Otro,Artes Plásticas,True,Razón 2,Profesión 1,Interés 2,98278,Zacatecas,La Soledad,Pabellón de Arteaga,San José de Gracia,Juárez,428,16,Morelos,Pabellón de Arteaga,/,/,/
2675,2676,2682,SILV4179B80EXSR2,Jorge,González,López,1967-04-18,M,Brasileña,L,XL,28,63.05,2.00,Santander,Licenciatura,Licenciatura,Química,Teatro,True,Razón 2,Profesión 5,Interés 5,43749,Hidalgo,La Cumbre,San José de Gracia,Asientos,Hernández,887,55,Yucatan,San José de Gracia,/,/,/
2676,2677,2683,TEHM0371X68OTFY1,Javier,Flores,Cuevas,1965-09-02,F,Peruano,XXL,S,24,104.87,2.00,BBVA,Licenciatura,Licenciatura,Biología,Ninguna,False,Razón 2,Profesión 4,Interés 3,86370,Tabasco,La Marina,Cosío,Asientos,Pérez,387,38,Sonora,San José de Gracia,/,/,/
2677,2678,2684,JIKB4134L99EBSK5,Fernando,Montes,Cortés,1982-07-15,M,Estadounidense,XXL,M,34,94.30,2.00,BanCoppel,Preparatoria,Preparatoria,Física,Música,False,Razón 4,Profesión 2,Interés 1,81444,Sinaloa,Centro,Asientos,Calvillo,Reyes,753,99,Coahuila,Pabellón de Arteaga,/,/,/
2678,2679,2685,LUFL3062Y81EFBS4,Beatriz,Cortés,Cisneros,1966-07-22,F,Guayanés,XXL,M,34,56.83,2.00,Santander,Preparatoria,Preparatoria,Otro,Música,True,Razón 1,Profesión 5,Interés 4,76699,Querétaro,La Palma,Asientos,Pabellón de Arteaga,Santos,39,98,Aguascalientes,Pabellón de Arteaga,/,/,/
2679,2680,2686,BOLD1618K34UTHG4,Salvador,Gómez,Hernández,1995-10-17,O,Dominiqués,XXL,M,30,104.73,2.00,Banco Azteca,Licenciatura,Licenciatura,Otro,Literatura,True,Razón 1,Profesión 2,Interés 3,90482,Tlaxcala,La Cañada,Asientos,San José de Gracia,Martínez,800,11,Chiapas,Aguascalientes,/,/,/
2680,2681,2687,RIDQ7016G04AVDK8,Antonio,Cuevas,Valenzuela,1981-12-09,O,Trinitense,XXL,XS,24,63.79,2.00,Inbursa,Preparatoria,Preparatoria,Otro,Literatura,True,Razón 2,Profesión 5,Interés 4,62714,Morelos,San José,Ensenada,Cosío,Reyes,516,99,Chihuahua,Calvillo,/,/,/
2681,2682,2688,KUTF6773W40IRJL3,Beatriz,Cabrera,Pacheco,1971-12-12,O,Boliviana,XXL,L,23,64.49,2.00,Santander,Licenciatura,Licenciatura,Ninguna,Artes Plásticas,True,Razón 5,Profesión 2,Interés 2,78860,San Luis Potosí,San Antonio,Asientos,San José de Gracia,Silva,406,46,Campeche,Cosío,/,/,/
2682,2683,2689,COYY7432F33ILLH3,Francisco,Navarro,Vega,1973-04-01,O,Venezolano,M,XXL,32,49.76,2.00,Banco Azteca,Secundaria,Secundaria,Otro,Teatro,True,Razón 3,Profesión 2,Interés 1,99504,Zacatecas,La Cruz,Jesús María,Aguascalientes,Morales,217,91,Tamaulipas,Rincón de Romos,/,/,/
2683,2684,2690,QIYB9518T51ENMT9,Isabel,Cervantes,Salazar,1964-12-06,O,Granadina,S,XS,33,68.14,2.00,Banco Azteca,Licenciatura,Licenciatura,Biología,Artes Plásticas,True,Razón 1,Profesión 4,Interés 5,34017,Durango,La Huerta,Calvillo,San José de Gracia,Medina,560,94,Morelos,Pabellón de Arteaga,/,/,/
2684,2685,2691,BUXP9100H59ATZQ1,Rubén,Carrillo,Navarro,1972-03-02,F,Ecuatoriano,L,XL,31,105.41,2.00,Banco del Bajío,Secundaria,Secundaria,Otro,Literatura,True,Razón 1,Profesión 5,Interés 5,80943,Sinaloa,La Gloria,Calvillo,Pabellón de Arteaga,Benito Juárez,213,24,Durango,Pabellón de Arteaga,/,/,/
2685,2686,2692,DUFS2363M79UDYZ4,Alejandro,Navarro,Castañeda,1969-02-17,F,Nicaragüense,XS,M,24,108.07,2.00,Scotiabank,Preparatoria,Preparatoria,Química,Teatro,True,Razón 3,Profesión 4,Interés 4,67557,Nuevo León,La Cruz,Pabellón de Arteaga,Rincón de Romos,Aguilar,887,38,Veracruz,Pabellón de Arteaga,/,/,/
2686,2687,2693,GUYB8714B41AJCL4,Ana,Guzmán,Ortiz,1996-12-12,F,Chileno,M,M,35,103.32,2.00,Banorte,Licenciatura,Licenciatura,Biología,Música,False,Razón 4,Profesión 4,Interés 5,26700,Coahuila,La Playa,Pabellón de Arteaga,Tepezalá,Jiménez,599,30,Quintana Roo,San José de Gracia,/,/,/
2687,2688,2694,LEYH8583C73IGMZ2,Teresa,Valdés,Valdés,1971-04-02,M,Luciano,XS,XS,29,53.39,2.00,Banamex,Secundaria,Secundaria,Química,Artes Plásticas,True,Razón 2,Profesión 1,Interés 5,88832,Tamaulipas,La Playa,Calvillo,Calvillo,Reyes,459,79,Oaxaca,Asientos,/,/,/
2688,2689,2695,HECB4415H18ABXB3,Eduardo,Montes,Sánchez,1980-10-08,M,Paraguayo,M,XXL,24,84.59,2.00,BanCoppel,Primaria,Primaria,Química,Ninguna,False,Razón 4,Profesión 4,Interés 2,97095,Yucatán,San José,Tepezalá,San José de Gracia,Morelos,826,78,Coahuila,Cosío,/,/,/
2689,2690,2696,CUCH9174C68AGJH7,Daniel,Flores,Vega,1968-07-23,O,Jamaicana,XS,M,26,58.13,2.00,Scotiabank,Secundaria,Secundaria,Ninguna,Artes Plásticas,False,Razón 2,Profesión 5,Interés 1,90556,Tlaxcala,La Estrella,Rincón de Romos,Pabellón de Arteaga,Mendoza,842,89,Zacatecas,Ensenada,/,/,/
2690,2691,2697,FURL8706B38UVJS3,Mónica,Bautista,Ramírez,1966-12-12,O,Jamaicano,M,XXL,28,94.83,2.00,Scotiabank,Licenciatura,Licenciatura,Química,Teatro,False,Razón 4,Profesión 1,Interés 5,31447,Chihuahua,San José,El Llano,Pabellón de Arteaga,Juárez,574,24,Chiapas,El Llano,/,/,/
2691,2692,2698,PAXN5363V77OYKM9,Gloria,Cruz,Aguayo,1996-05-18,F,Guyanés,M,XL,32,78.25,2.00,Banamex,Preparatoria,Preparatoria,Ninguna,Literatura,False,Razón 1,Profesión 4,Interés 3,58623,Michoacán,La Huerta,Calvillo,Calvillo,Morales,340,50,Quintana Roo,Jesús María,/,/,/
2692,2693,2699,CIWB8514D58URJZ2,Ana,Escobar,Zamora,1966-08-13,F,Argentino,S,XL,25,107.55,2.00,Banco Azteca,Preparatoria,Preparatoria,Ninguna,Ninguna,True,Razón 5,Profesión 5,Interés 4,37857,Guanajuato,La Cascada,Asientos,Calvillo,Medina,564,34,Sonora,Rincón de Romos,/,/,/
2693,2694,2700,YIYV9118C96UBNB1,Jorge,Aguayo,García,1963-02-09,O,Sancristobaleño,M,XS,23,97.34,2.00,BanCoppel,Secundaria,Secundaria,Física,Literatura,True,Razón 5,Profesión 2,Interés 3,28607,Colima,La Fortuna,Rincón de Romos,Rincón de Romos,Ortiz,901,26,Nayarit,Tepezalá,/,/,/
2694,2695,2701,FOPZ4479T22ITSC0,José Luis,Cruz,Guzmán,2002-12-24,M,Española,XL,M,30,104.93,2.00,Scotiabank,Primaria,Primaria,Otro,Música,True,Razón 1,Profesión 3,Interés 4,70728,Oaxaca,La Fortuna,Tepezalá,Asientos,Carrillo,929,20,Oaxaca,Pabellón de Arteaga,/,/,/
2695,2696,2702,YEFW3514F56UVWP4,Jorge,Díaz,Bautista,1995-01-16,F,Sanmartinense,S,XL,28,101.64,2.00,BBVA,Licenciatura,Licenciatura,Física,Literatura,False,Razón 2,Profesión 4,Interés 4,42920,Hidalgo,La Rinconada,San José de Gracia,Cosío,Hernández,308,88,Morelos,San José de Gracia,/,/,/
2696,2697,2703,KUGF8823W78EDFY5,María,Cisneros,Flores,1996-03-17,M,Haitiano,M,L,28,73.31,2.00,BanCoppel,Licenciatura,Licenciatura,Biología,Teatro,True,Razón 4,Profesión 1,Interés 1,28456,Colima,La Playa,Rincón de Romos,Pabellón de Arteaga,Revolución,550,88,Sinaloa,Cosío,/,/,/
